Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,1024
Coarse Gain:,2
Fine Gain:,147
Upper Discriminator:,1055
Lower Discriminator:,12
Calibration Coefficients:,-1.264000000000003,1.008
Calibration Channels:,0,0
Calibration Energies:,0.0,0.0
Elapsed Real Time:,154.81
Elapsed Live Time:,153.99
Start Time:,March 07, 2019, 02:58:37
End Time:,March 07, 2019, 02:58:36
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,-1.264000000000003,0
1,-0.2560000000000029,0
2,0.7519999999999971,0
3,1.7599999999999971,0
4,2.767999999999997,0
5,3.775999999999997,0
6,4.783999999999997,0
7,5.791999999999997,0
8,6.799999999999997,0
9,7.807999999999996,0
10,8.815999999999997,0
11,9.823999999999998,59
12,10.831999999999997,96
13,11.839999999999996,82
14,12.847999999999997,116
15,13.855999999999998,114
16,14.863999999999997,109
17,15.871999999999996,109
18,16.879999999999995,106
19,17.887999999999998,92
20,18.895999999999997,84
21,19.903999999999996,70
22,20.912,94
23,21.919999999999998,101
24,22.927999999999997,121
25,23.935999999999996,100
26,24.943999999999996,115
27,25.951999999999998,122
28,26.959999999999997,111
29,27.967999999999996,121
30,28.976,111
31,29.983999999999998,102
32,30.991999999999997,95
33,32.0,114
34,33.007999999999996,115
35,34.016,107
36,35.023999999999994,109
37,36.032,111
38,37.04,124
39,38.047999999999995,113
40,39.056,94
41,40.064,114
42,41.071999999999996,121
43,42.08,124
44,43.088,122
45,44.096,117
46,45.104,113
47,46.111999999999995,111
48,47.12,111
49,48.128,143
50,49.135999999999996,138
51,50.144,125
52,51.151999999999994,115
53,52.16,105
54,53.168,112
55,54.175999999999995,119
56,55.184,120
57,56.192,125
58,57.199999999999996,116
59,58.208,113
60,59.216,126
61,60.224,117
62,61.232,152
63,62.239999999999995,140
64,63.248,127
65,64.256,140
66,65.26400000000001,143
67,66.27199999999999,176
68,67.28,120
69,68.28800000000001,138
70,69.29599999999999,159
71,70.304,175
72,71.31199999999998,166
73,72.32,199
74,73.328,190
75,74.33599999999998,179
76,75.344,217
77,76.352,244
78,77.35999999999999,220
79,78.368,220
80,79.376,252
81,80.38399999999999,241
82,81.392,219
83,82.4,215
84,83.40799999999999,211
85,84.416,225
86,85.424,186
87,86.43199999999999,194
88,87.44,205
89,88.44800000000001,200
90,89.45599999999999,206
91,90.464,165
92,91.47200000000001,165
93,92.47999999999999,163
94,93.488,156
95,94.49600000000001,149
96,95.50399999999999,141
97,96.512,159
98,97.52000000000001,161
99,98.52799999999999,161
100,99.536,120
101,100.54400000000001,135
102,101.55199999999999,137
103,102.56,156
104,103.56799999999998,139
105,104.576,145
106,105.584,116
107,106.59199999999998,145
108,107.6,139
109,108.608,120
110,109.61599999999999,129
111,110.624,129
112,111.632,126
113,112.63999999999999,154
114,113.648,138
115,114.656,144
116,115.66399999999999,141
117,116.672,122
118,117.68,132
119,118.68799999999999,133
120,119.696,117
121,120.70400000000001,132
122,121.71199999999999,140
123,122.72,120
124,123.72800000000001,126
125,124.73599999999999,139
126,125.744,115
127,126.75199999999998,127
128,127.75999999999999,152
129,128.768,129
130,129.77599999999998,125
131,130.784,126
132,131.792,143
133,132.79999999999998,129
134,133.808,133
135,134.816,121
136,135.82399999999998,142
137,136.832,119
138,137.84,130
139,138.84799999999998,116
140,139.856,123
141,140.864,123
142,141.87199999999999,127
143,142.88,129
144,143.88799999999998,117
145,144.896,120
146,145.904,101
147,146.91199999999998,124
148,147.92,132
149,148.928,123
150,149.93599999999998,125
151,150.944,120
152,151.952,109
153,152.95999999999998,154
154,153.968,117
155,154.976,124
156,155.98399999999998,115
157,156.992,119
158,158.0,109
159,159.00799999999998,125
160,160.016,140
161,161.024,115
162,162.03199999999998,114
163,163.04,129
164,164.048,110
165,165.05599999999998,105
166,166.064,134
167,167.072,121
168,168.07999999999998,139
169,169.088,105
170,170.096,118
171,171.10399999999998,101
172,172.112,128
173,173.12,136
174,174.128,115
175,175.136,129
176,176.144,117
177,177.152,114
178,178.16,119
179,179.16799999999998,126
180,180.176,138
181,181.184,142
182,182.19199999999998,144
183,183.2,119
184,184.208,151
185,185.21599999999998,151
186,186.224,131
187,187.232,127
188,188.23999999999998,146
189,189.248,131
190,190.256,121
191,191.26399999999998,146
192,192.272,124
193,193.28,140
194,194.28799999999998,120
195,195.296,135
196,196.304,125
197,197.31199999999998,139
198,198.32,118
199,199.328,142
200,200.33599999999998,150
201,201.344,130
202,202.352,136
203,203.35999999999999,131
204,204.368,124
205,205.376,132
206,206.384,116
207,207.392,123
208,208.39999999999998,144
209,209.408,139
210,210.416,140
211,211.42399999999998,135
212,212.432,116
213,213.44,121
214,214.44799999999998,102
215,215.456,129
216,216.464,124
217,217.47199999999998,114
218,218.48,106
219,219.488,110
220,220.49599999999998,120
221,221.504,118
222,222.512,110
223,223.51999999999998,86
224,224.528,103
225,225.536,120
226,226.54399999999998,108
227,227.552,127
228,228.56,115
229,229.56799999999998,95
230,230.576,92
231,231.584,101
232,232.59199999999998,106
233,233.6,111
234,234.608,94
235,235.61599999999999,113
236,236.624,125
237,237.632,105
238,238.64,118
239,239.648,103
240,240.656,104
241,241.664,121
242,242.672,106
243,243.67999999999998,110
244,244.688,125
245,245.696,94
246,246.70399999999998,91
247,247.712,100
248,248.72,121
249,249.72799999999998,90
250,250.736,104
251,251.744,115
252,252.75199999999998,84
253,253.76,107
254,254.76799999999997,110
255,255.776,92
256,256.784,100
257,257.792,101
258,258.8,119
259,259.808,86
260,260.816,85
261,261.824,111
262,262.832,109
263,263.84,108
264,264.848,86
265,265.856,91
266,266.864,95
267,267.872,95
268,268.88,118
269,269.888,93
270,270.896,90
271,271.904,114
272,272.912,85
273,273.92,111
274,274.928,86
275,275.936,81
276,276.944,102
277,277.952,90
278,278.96,83
279,279.968,69
280,280.976,91
281,281.984,105
282,282.992,96
283,284.0,90
284,285.008,96
285,286.016,102
286,287.024,100
287,288.032,94
288,289.03999999999996,104
289,290.048,89
290,291.056,93
291,292.06399999999996,84
292,293.072,88
293,294.08,84
294,295.08799999999997,99
295,296.096,96
296,297.104,99
297,298.11199999999997,104
298,299.12,95
299,300.128,94
300,301.13599999999997,92
301,302.144,90
302,303.152,95
303,304.15999999999997,111
304,305.168,103
305,306.176,87
306,307.18399999999997,84
307,308.192,102
308,309.2,90
309,310.20799999999997,99
310,311.216,92
311,312.224,90
312,313.23199999999997,101
313,314.24,107
314,315.248,85
315,316.256,77
316,317.264,101
317,318.272,82
318,319.28,70
319,320.288,88
320,321.296,90
321,322.304,99
322,323.312,93
323,324.32,86
324,325.328,86
325,326.336,92
326,327.344,110
327,328.352,81
328,329.36,94
329,330.368,94
330,331.376,112
331,332.384,91
332,333.392,95
333,334.4,93
334,335.408,94
335,336.416,70
336,337.424,87
337,338.432,104
338,339.44,99
339,340.448,90
340,341.456,101
341,342.464,91
342,343.472,64
343,344.48,96
344,345.488,68
345,346.496,77
346,347.504,92
347,348.512,89
348,349.52,91
349,350.528,110
350,351.536,97
351,352.544,94
352,353.552,84
353,354.56,99
354,355.568,98
355,356.57599999999996,92
356,357.584,92
357,358.592,84
358,359.59999999999997,79
359,360.608,94
360,361.616,86
361,362.62399999999997,85
362,363.632,92
363,364.64,78
364,365.64799999999997,85
365,366.656,91
366,367.664,110
367,368.67199999999997,90
368,369.68,72
369,370.688,80
370,371.69599999999997,70
371,372.704,85
372,373.712,76
373,374.71999999999997,91
374,375.728,82
375,376.736,90
376,377.74399999999997,79
377,378.752,97
378,379.76,80
379,380.768,66
380,381.776,84
381,382.784,96
382,383.792,91
383,384.8,111
384,385.808,104
385,386.816,94
386,387.824,80
387,388.832,86
388,389.84,98
389,390.848,75
390,391.856,95
391,392.864,79
392,393.872,92
393,394.88,89
394,395.888,100
395,396.896,89
396,397.904,111
397,398.912,90
398,399.92,91
399,400.928,81
400,401.936,91
401,402.944,91
402,403.952,108
403,404.96,91
404,405.968,83
405,406.976,97
406,407.984,84
407,408.992,89
408,410.0,87
409,411.008,88
410,412.016,99
411,413.024,89
412,414.032,81
413,415.04,94
414,416.048,86
415,417.056,68
416,418.06399999999996,95
417,419.072,77
418,420.08,84
419,421.08799999999997,77
420,422.096,88
421,423.104,101
422,424.11199999999997,91
423,425.12,86
424,426.128,99
425,427.13599999999997,101
426,428.144,82
427,429.152,89
428,430.15999999999997,84
429,431.168,75
430,432.176,93
431,433.18399999999997,96
432,434.192,95
433,435.2,95
434,436.20799999999997,96
435,437.216,91
436,438.224,100
