Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,1024
Coarse Gain:,2
Fine Gain:,154
Upper Discriminator:,1056
Lower Discriminator:,12
Calibration Coefficients:,-1.3173076923076934,1.0096153846153846
Calibration Channels:,0,0
Calibration Energies:,0.0,0.0
Elapsed Real Time:,133.58
Elapsed Live Time:,132.72
Start Time:,March 05, 2019, 04:19:32
End Time:,March 05, 2019, 04:26:37
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,586,734,10711,8326,55,669

Channel Data:
Channel,Energy,Counts
0,-1.3173076923076934,0
1,-0.3076923076923088,0
2,0.7019230769230758,0
3,1.7115384615384603,0
4,2.721153846153845,0
5,3.73076923076923,0
6,4.740384615384614,0
7,5.749999999999998,0
8,6.759615384615383,0
9,7.769230769230768,0
10,8.778846153846153,0
11,9.788461538461537,55
12,10.798076923076922,101
13,11.807692307692307,113
14,12.81730769230769,104
15,13.826923076923075,86
16,14.83653846153846,108
17,15.846153846153843,92
18,16.85576923076923,90
19,17.865384615384613,103
20,18.875,72
21,19.884615384615383,100
22,20.894230769230766,100
23,21.903846153846153,110
24,22.913461538461537,101
25,23.92307692307692,96
26,24.932692307692307,101
27,25.94230769230769,110
28,26.951923076923073,107
29,27.96153846153846,119
30,28.971153846153843,111
31,29.98076923076923,118
32,30.990384615384613,125
33,32.0,105
34,33.00961538461538,112
35,34.01923076923077,99
36,35.02884615384615,92
37,36.03846153846153,86
38,37.04807692307692,106
39,38.05769230769231,123
40,39.06730769230769,117
41,40.07692307692307,100
42,41.08653846153846,117
43,42.09615384615385,102
44,43.105769230769226,116
45,44.11538461538461,101
46,45.125,104
47,46.13461538461538,108
48,47.14423076923077,93
49,48.15384615384615,121
50,49.16346153846153,114
51,50.17307692307692,111
52,51.18269230769231,128
53,52.192307692307686,119
54,53.20192307692307,113
55,54.21153846153846,119
56,55.22115384615384,121
57,56.230769230769226,123
58,57.24038461538461,116
59,58.25,149
60,59.25961538461538,130
61,60.26923076923077,131
62,61.27884615384615,123
63,62.28846153846153,151
64,63.29807692307692,114
65,64.3076923076923,143
66,65.3173076923077,141
67,66.32692307692308,133
68,67.33653846153845,145
69,68.34615384615384,154
70,69.35576923076923,142
71,70.36538461538461,160
72,71.375,183
73,72.38461538461539,163
74,73.39423076923076,143
75,74.40384615384615,188
76,75.41346153846153,164
77,76.42307692307692,181
78,77.4326923076923,198
79,78.4423076923077,181
80,79.45192307692308,190
81,80.46153846153845,176
82,81.47115384615384,162
83,82.48076923076923,185
84,83.49038461538461,166
85,84.5,222
86,85.50961538461539,178
87,86.51923076923076,192
88,87.52884615384615,193
89,88.53846153846153,176
90,89.54807692307692,204
91,90.5576923076923,190
92,91.5673076923077,201
93,92.57692307692307,210
94,93.58653846153845,208
95,94.59615384615384,198
96,95.60576923076923,205
97,96.61538461538461,194
98,97.625,204
99,98.63461538461539,215
100,99.64423076923076,245
101,100.65384615384615,214
102,101.66346153846153,202
103,102.67307692307692,188
104,103.6826923076923,197
105,104.6923076923077,206
106,105.70192307692307,213
107,106.71153846153845,208
108,107.72115384615384,204
109,108.73076923076923,203
110,109.74038461538461,232
111,110.75,196
112,111.75961538461537,207
113,112.76923076923076,218
114,113.77884615384615,182
115,114.78846153846153,223
116,115.79807692307692,197
117,116.8076923076923,237
118,117.8173076923077,239
119,118.82692307692307,267
120,119.83653846153845,240
121,120.84615384615384,244
122,121.85576923076923,254
123,122.86538461538461,210
124,123.875,254
125,124.88461538461537,249
126,125.89423076923076,211
127,126.90384615384615,222
128,127.91346153846153,185
129,128.9230769230769,224
130,129.93269230769232,243
131,130.94230769230768,212
132,131.9519230769231,211
133,132.96153846153845,224
134,133.97115384615387,218
135,134.98076923076923,215
136,135.99038461538458,213
137,137.0,221
138,138.00961538461536,228
139,139.01923076923077,235
140,140.02884615384613,216
141,141.03846153846155,226
142,142.0480769230769,205
143,143.05769230769232,224
144,144.06730769230768,209
145,145.0769230769231,215
146,146.08653846153845,218
147,147.09615384615387,194
148,148.10576923076923,229
149,149.11538461538458,222
150,150.125,212
151,151.13461538461536,177
152,152.14423076923077,182
153,153.15384615384613,234
154,154.16346153846155,222
155,155.1730769230769,208
156,156.18269230769232,214
157,157.19230769230768,199
158,158.2019230769231,190
159,159.21153846153845,207
160,160.22115384615387,197
161,161.23076923076923,191
162,162.24038461538458,190
163,163.25,193
164,164.25961538461536,180
165,165.26923076923077,210
166,166.27884615384613,186
167,167.28846153846155,207
168,168.2980769230769,190
169,169.30769230769232,204
170,170.31730769230768,166
171,171.3269230769231,196
172,172.33653846153845,186
173,173.3461538461538,187
174,174.35576923076923,199
175,175.36538461538458,210
176,176.375,207
177,177.38461538461536,198
178,178.39423076923077,227
179,179.40384615384613,160
180,180.41346153846155,200
181,181.4230769230769,184
182,182.43269230769232,225
183,183.44230769230768,170
184,184.4519230769231,217
185,185.46153846153845,208
186,186.4711538461538,212
187,187.48076923076923,187
188,188.49038461538458,174
189,189.5,179
190,190.50961538461536,189
191,191.51923076923077,190
192,192.52884615384613,185
193,193.53846153846155,203
194,194.5480769230769,176
195,195.55769230769232,184
196,196.56730769230768,199
197,197.5769230769231,213
198,198.58653846153845,184
199,199.5961538461538,177
200,200.60576923076923,206
201,201.61538461538458,202
202,202.625,168
203,203.63461538461536,172
204,204.64423076923077,178
205,205.65384615384613,178
206,206.66346153846155,184
207,207.6730769230769,197
208,208.68269230769232,182
209,209.69230769230768,187
210,210.7019230769231,175
211,211.71153846153845,158
212,212.7211538461538,180
213,213.73076923076923,179
214,214.74038461538458,161
215,215.75,171
216,216.75961538461536,170
217,217.76923076923077,188
218,218.77884615384613,166
219,219.78846153846155,185
220,220.7980769230769,182
221,221.80769230769232,161
222,222.81730769230768,164
223,223.8269230769231,154
224,224.83653846153845,142
225,225.8461538461538,174
226,226.85576923076923,143
227,227.86538461538458,141
228,228.875,154
229,229.88461538461536,134
230,230.89423076923077,162
231,231.90384615384613,170
232,232.91346153846155,171
233,233.9230769230769,147
234,234.93269230769232,150
235,235.94230769230768,134
236,236.9519230769231,164
237,237.96153846153845,155
238,238.9711538461538,150
239,239.98076923076923,147
240,240.99038461538458,164
241,242.0,140
242,243.00961538461536,134
243,244.01923076923077,145
244,245.02884615384613,138
245,246.03846153846155,146
246,247.0480769230769,138
247,248.05769230769232,132
248,249.06730769230768,130
249,250.0769230769231,150
250,251.08653846153845,129
251,252.0961538461538,132
252,253.10576923076923,127
253,254.11538461538458,133
254,255.125,133
255,256.1346153846154,126
256,257.1442307692308,129
257,258.15384615384613,119
258,259.16346153846155,119
259,260.1730769230769,123
260,261.1826923076923,134
261,262.1923076923077,138
262,263.2019230769231,136
263,264.21153846153845,146
264,265.22115384615387,135
265,266.2307692307692,138
266,267.24038461538464,120
267,268.25,135
268,269.2596153846154,122
269,270.2692307692308,131
270,271.27884615384613,112
271,272.28846153846155,123
272,273.2980769230769,129
273,274.3076923076923,109
274,275.3173076923077,106
275,276.3269230769231,135
276,277.33653846153845,141
277,278.34615384615387,107
278,279.3557692307692,135
279,280.36538461538464,124
280,281.375,136
281,282.3846153846154,113
282,283.3942307692308,114
283,284.40384615384613,125
284,285.41346153846155,115
285,286.4230769230769,111
286,287.4326923076923,108
287,288.4423076923077,101
288,289.4519230769231,131
289,290.46153846153845,113
290,291.47115384615387,107
291,292.4807692307692,119
292,293.49038461538464,119
293,294.5,119
294,295.5096153846154,118
295,296.5192307692308,112
296,297.52884615384613,99
297,298.53846153846155,101
298,299.5480769230769,106
299,300.5576923076923,106
300,301.5673076923077,131
301,302.5769230769231,126
302,303.58653846153845,129
303,304.59615384615387,123
304,305.6057692307692,115
305,306.61538461538464,127
306,307.625,111
307,308.6346153846154,94
308,309.6442307692308,126
309,310.65384615384613,112
310,311.66346153846155,126
311,312.6730769230769,122
312,313.6826923076923,103
313,314.6923076923077,107
314,315.7019230769231,95
315,316.71153846153845,107
316,317.72115384615387,100
317,318.7307692307692,110
318,319.74038461538464,116
319,320.75,116
320,321.7596153846154,104
321,322.7692307692308,107
322,323.77884615384613,104
323,324.78846153846155,101
324,325.7980769230769,112
325,326.8076923076923,96
326,327.8173076923077,114
327,328.8269230769231,92
328,329.83653846153845,100
329,330.84615384615387,111
330,331.8557692307692,94
331,332.86538461538464,93
332,333.875,87
333,334.88461538461536,103
334,335.8942307692308,113
335,336.90384615384613,110
336,337.91346153846155,97
337,338.9230769230769,116
338,339.9326923076923,75
339,340.9423076923077,116
340,341.9519230769231,90
341,342.96153846153845,95
342,343.97115384615387,104
343,344.9807692307692,108
344,345.99038461538464,121
345,347.0,94
346,348.00961538461536,100
347,349.0192307692308,87
348,350.02884615384613,94
349,351.03846153846155,96
350,352.0480769230769,97
351,353.0576923076923,86
352,354.0673076923077,93
353,355.0769230769231,72
354,356.08653846153845,87
355,357.09615384615387,118
356,358.1057692307692,78
357,359.11538461538464,97
358,360.125,98
359,361.13461538461536,74
360,362.1442307692308,85
361,363.15384615384613,83
362,364.16346153846155,90
363,365.1730769230769,82
364,366.1826923076923,87
365,367.1923076923077,81
366,368.2019230769231,68
367,369.21153846153845,87
368,370.22115384615387,83
369,371.2307692307692,84
370,372.24038461538464,97
371,373.25,93
372,374.25961538461536,81
373,375.2692307692308,74
374,376.27884615384613,84
375,377.28846153846155,95
376,378.2980769230769,88
377,379.3076923076923,91
378,380.3173076923077,76
379,381.3269230769231,81
380,382.33653846153845,61
381,383.34615384615387,82
382,384.3557692307692,66
383,385.36538461538464,98
384,386.375,62
385,387.38461538461536,88
386,388.3942307692308,99
387,389.40384615384613,81
388,390.41346153846155,79
389,391.4230769230769,76
390,392.4326923076923,93
391,393.4423076923077,77
