Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,1024
Coarse Gain:,2
Fine Gain:,154
Upper Discriminator:,1056
Lower Discriminator:,12
Calibration Coefficients:,-1.3173076923076934,1.0096153846153846
Calibration Channels:,0,0
Calibration Energies:,0.0,0.0
Elapsed Real Time:,142.17
Elapsed Live Time:,140.84
Start Time:,March 05, 2019, 03:56:15
End Time:,March 05, 2019, 03:58:37
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,586,594,354,24,0,594
2,696,734,2368,-792,0,712
3,626,694,16087,6874,38,668

Channel Data:
Channel,Energy,Counts
0,-1.3173076923076934,0
1,-0.3076923076923088,0
2,0.7019230769230758,0
3,1.7115384615384603,0
4,2.721153846153845,0
5,3.73076923076923,0
6,4.740384615384614,0
7,5.749999999999998,0
8,6.759615384615383,0
9,7.769230769230768,0
10,8.778846153846153,0
11,9.788461538461537,91
12,10.798076923076922,137
13,11.807692307692307,131
14,12.81730769230769,143
15,13.826923076923075,193
16,14.83653846153846,161
17,15.846153846153843,154
18,16.85576923076923,156
19,17.865384615384613,160
20,18.875,158
21,19.884615384615383,155
22,20.894230769230766,157
23,21.903846153846153,141
24,22.913461538461537,154
25,23.92307692307692,150
26,24.932692307692307,169
27,25.94230769230769,150
28,26.951923076923073,170
29,27.96153846153846,160
30,28.971153846153843,160
31,29.98076923076923,162
32,30.990384615384613,195
33,32.0,169
34,33.00961538461538,157
35,34.01923076923077,169
36,35.02884615384615,165
37,36.03846153846153,154
38,37.04807692307692,143
39,38.05769230769231,188
40,39.06730769230769,183
41,40.07692307692307,173
42,41.08653846153846,194
43,42.09615384615385,165
44,43.105769230769226,185
45,44.11538461538461,152
46,45.125,164
47,46.13461538461538,168
48,47.14423076923077,151
49,48.15384615384615,166
50,49.16346153846153,185
51,50.17307692307692,181
52,51.18269230769231,189
53,52.192307692307686,171
54,53.20192307692307,188
55,54.21153846153846,182
56,55.22115384615384,187
57,56.230769230769226,174
58,57.24038461538461,163
59,58.25,200
60,59.25961538461538,179
61,60.26923076923077,187
62,61.27884615384615,200
63,62.28846153846153,209
64,63.29807692307692,205
65,64.3076923076923,189
66,65.3173076923077,203
67,66.32692307692308,193
68,67.33653846153845,208
69,68.34615384615384,213
70,69.35576923076923,197
71,70.36538461538461,215
72,71.375,236
73,72.38461538461539,214
74,73.39423076923076,211
75,74.40384615384615,246
76,75.41346153846153,245
77,76.42307692307692,272
78,77.4326923076923,231
79,78.4423076923077,238
80,79.45192307692308,214
81,80.46153846153845,252
82,81.47115384615384,246
83,82.48076923076923,250
84,83.49038461538461,235
85,84.5,271
86,85.50961538461539,235
87,86.51923076923076,258
88,87.52884615384615,263
89,88.53846153846153,246
90,89.54807692307692,235
91,90.5576923076923,258
92,91.5673076923077,276
93,92.57692307692307,242
94,93.58653846153845,250
95,94.59615384615384,245
96,95.60576923076923,272
97,96.61538461538461,240
98,97.625,252
99,98.63461538461539,272
100,99.64423076923076,275
101,100.65384615384615,237
102,101.66346153846153,227
103,102.67307692307692,263
104,103.6826923076923,269
105,104.6923076923077,270
106,105.70192307692307,271
107,106.71153846153845,238
108,107.72115384615384,274
109,108.73076923076923,278
110,109.74038461538461,291
111,110.75,278
112,111.75961538461537,270
113,112.76923076923076,288
114,113.77884615384615,264
115,114.78846153846153,275
116,115.79807692307692,243
117,116.8076923076923,262
118,117.8173076923077,284
119,118.82692307692307,290
120,119.83653846153845,273
121,120.84615384615384,305
122,121.85576923076923,302
123,122.86538461538461,289
124,123.875,323
125,124.88461538461537,282
126,125.89423076923076,303
127,126.90384615384615,307
128,127.91346153846153,291
129,128.9230769230769,291
130,129.93269230769232,325
131,130.94230769230768,357
132,131.9519230769231,298
133,132.96153846153845,309
134,133.97115384615387,318
135,134.98076923076923,285
136,135.99038461538458,292
137,137.0,268
138,138.00961538461536,268
139,139.01923076923077,325
140,140.02884615384613,309
141,141.03846153846155,327
142,142.0480769230769,276
143,143.05769230769232,307
144,144.06730769230768,288
145,145.0769230769231,317
146,146.08653846153845,288
147,147.09615384615387,264
148,148.10576923076923,292
149,149.11538461538458,301
150,150.125,269
151,151.13461538461536,303
152,152.14423076923077,275
153,153.15384615384613,288
154,154.16346153846155,264
155,155.1730769230769,290
156,156.18269230769232,311
157,157.19230769230768,294
158,158.2019230769231,266
159,159.21153846153845,295
160,160.22115384615387,289
161,161.23076923076923,304
162,162.24038461538458,290
163,163.25,296
164,164.25961538461536,250
165,165.26923076923077,285
166,166.27884615384613,263
167,167.28846153846155,271
168,168.2980769230769,284
169,169.30769230769232,257
170,170.31730769230768,255
171,171.3269230769231,274
172,172.33653846153845,294
173,173.3461538461538,261
174,174.35576923076923,267
175,175.36538461538458,273
176,176.375,269
177,177.38461538461536,244
178,178.39423076923077,283
179,179.40384615384613,252
180,180.41346153846155,266
181,181.4230769230769,262
182,182.43269230769232,291
183,183.44230769230768,272
184,184.4519230769231,268
185,185.46153846153845,270
186,186.4711538461538,263
187,187.48076923076923,266
188,188.49038461538458,274
189,189.5,275
190,190.50961538461536,282
191,191.51923076923077,290
192,192.52884615384613,261
193,193.53846153846155,272
194,194.5480769230769,296
195,195.55769230769232,268
196,196.56730769230768,292
197,197.5769230769231,320
198,198.58653846153845,285
199,199.5961538461538,302
200,200.60576923076923,289
201,201.61538461538458,277
202,202.625,282
203,203.63461538461536,278
204,204.64423076923077,280
205,205.65384615384613,282
206,206.66346153846155,278
207,207.6730769230769,310
208,208.68269230769232,288
209,209.69230769230768,257
210,210.7019230769231,260
211,211.71153846153845,255
212,212.7211538461538,297
213,213.73076923076923,261
214,214.74038461538458,251
215,215.75,255
216,216.75961538461536,264
217,217.76923076923077,255
218,218.77884615384613,256
219,219.78846153846155,278
220,220.7980769230769,253
221,221.80769230769232,242
222,222.81730769230768,236
223,223.8269230769231,233
224,224.83653846153845,253
225,225.8461538461538,252
226,226.85576923076923,224
227,227.86538461538458,209
228,228.875,251
229,229.88461538461536,248
230,230.89423076923077,216
231,231.90384615384613,222
232,232.91346153846155,245
233,233.9230769230769,229
234,234.93269230769232,234
235,235.94230769230768,206
236,236.9519230769231,214
237,237.96153846153845,219
238,238.9711538461538,246
239,239.98076923076923,241
240,240.99038461538458,231
241,242.0,234
242,243.00961538461536,211
243,244.01923076923077,220
244,245.02884615384613,228
245,246.03846153846155,220
246,247.0480769230769,229
247,248.05769230769232,216
248,249.06730769230768,243
249,250.0769230769231,244
250,251.08653846153845,215
251,252.0961538461538,230
252,253.10576923076923,195
253,254.11538461538458,211
254,255.125,198
255,256.1346153846154,210
256,257.1442307692308,206
257,258.15384615384613,186
258,259.16346153846155,199
259,260.1730769230769,228
260,261.1826923076923,202
261,262.1923076923077,213
262,263.2019230769231,200
263,264.21153846153845,240
264,265.22115384615387,205
265,266.2307692307692,208
266,267.24038461538464,196
267,268.25,214
268,269.2596153846154,202
269,270.2692307692308,199
270,271.27884615384613,195
271,272.28846153846155,191
272,273.2980769230769,195
273,274.3076923076923,199
274,275.3173076923077,193
275,276.3269230769231,210
276,277.33653846153845,189
277,278.34615384615387,183
278,279.3557692307692,179
279,280.36538461538464,203
280,281.375,174
281,282.3846153846154,181
282,283.3942307692308,182
283,284.40384615384613,195
284,285.41346153846155,164
285,286.4230769230769,183
286,287.4326923076923,187
287,288.4423076923077,167
288,289.4519230769231,204
289,290.46153846153845,183
290,291.47115384615387,197
291,292.4807692307692,171
292,293.49038461538464,157
293,294.5,198
294,295.5096153846154,165
295,296.5192307692308,176
296,297.52884615384613,187
297,298.53846153846155,187
298,299.5480769230769,189
299,300.5576923076923,173
300,301.5673076923077,165
301,302.5769230769231,182
302,303.58653846153845,180
303,304.59615384615387,161
304,305.6057692307692,171
305,306.61538461538464,173
306,307.625,166
307,308.6346153846154,160
308,309.6442307692308,162
309,310.65384615384613,154
310,311.66346153846155,162
311,312.6730769230769,134
312,313.6826923076923,158
313,314.6923076923077,143
314,315.7019230769231,148
315,316.71153846153845,158
316,317.72115384615387,139
317,318.7307692307692,133
318,319.74038461538464,155
319,320.75,155
320,321.7596153846154,149
321,322.7692307692308,160
322,323.77884615384613,166
323,324.78846153846155,161
324,325.7980769230769,150
325,326.8076923076923,142
326,327.8173076923077,164
327,328.8269230769231,137
328,329.83653846153845,159
329,330.84615384615387,195
330,331.8557692307692,168
331,332.86538461538464,131
332,333.875,130
333,334.88461538461536,131
334,335.8942307692308,143
335,336.90384615384613,146
336,337.91346153846155,143
337,338.9230769230769,155
338,339.9326923076923,144
339,340.9423076923077,164
340,341.9519230769231,136
341,342.96153846153845,181
342,343.97115384615387,137
343,344.9807692307692,133
344,345.99038461538464,130
345,347.0,149
346,348.00961538461536,152
347,349.0192307692308,167
348,350.02884615384613,148
349,351.03846153846155,143
350,352.0480769230769,141
351,353.0576923076923,137
352,354.0673076923077,161
353,355.0769230769231,130
354,356.08653846153845,139
355,357.09615384615387,146
356,358.1057692307692,133
357,359.11538461538464,150
358,360.125,124
359,361.13461538461536,131
360,362.1442307692308,131
361,363.15384615384613,163
362,364.16346153846155,127
363,365.1730769230769,138
364,366.1826923076923,153
365,367.1923076923077,127
366,368.2019230769231,124
367,369.21153846153845,142
368,370.22115384615387,147
369,371.2307692307692,117
370,372.24038461538464,129
371,373.25,119
372,374.25961538461536,154
373,375.2692307692308,131
374,376.27884615384613,138
375,377.28846153846155,128
376,378.2980769230769,115
377,379.3076923076923,142
378,380.3173076923077,143
379,381.3269230769231,133
380,382.33653846153845,138
381,383.34615384615387,119
382,384.3557692307692,143
383,385.36538461538464,144
384,386.375,110
385,387.38461538461536,137
386,388.3942307692308,115
387,389.40384615384613,142
388,390.41346153846155,110
389,391.4230769230769,143
